PlayerNBAId,PlayerNBAName,PlayerNBABirthDate,PlayerBREFId,PlayerBREFName,PlayerBREFBirthDate
78041,Jeff Ruland,1958-12-16,rulanje01,Jeff Ruland,1958-12-16
78042,Bob Rule,1944-06-29,rulebo01,Bob Rule,1944-06-29
78043,Jerry Rullo,1923-06-23,rulloje01,Jerry Rullo,1923-06-23
78045,Cazzie Russell,1944-06-07,russeca01,Cazzie Russell,1944-06-07
78046,Frank Russell,1949-04-17,russefr01,Frank Russell,1949-04-17
78047,Campy Russell,1952-01-12,russeca02,Campy Russell,1952-01-12
78048,Walker Russell,1960-10-26,russewa01,Walker Russell,1960-10-26
78049,Bill Russell,1934-02-12,russebi01,Bill Russell,1934-02-12
78050,Ed Sadowski,1917-07-11,sadowed01,Ed Sadowski,1917-07-11
78051,Kenny Sailors,1921-01-14,sailoke01,Kenny Sailors,1921-01-14
78055,Ralph Sampson,1960-07-07,sampsra01,Ralph Sampson,1960-07-07
78057,Frankie Sanders,1957-01-23,sandefr01,Frankie Sanders,1957-01-23
78059,Mike Sanders,1960-05-07,sandemi01,Mike Sanders,1960-05-07
78060,Thomas Sanders,1938-11-08,sandeto01,Tom Sanders,1938-11-08
78061,Bob Santini,1935-02-17,santibo01,Bob Santini,1935-02-17
78062,Wayne Sappleton,1960-11-17,sapplwa01,Wayne Sappleton,1960-11-17
78063,Frank Saul,1924-02-16,saulpe01,Pep Saul,1924-02-16
78064,Woody Sauldsberry,1934-07-11,sauldwo01,Woody Sauldsberry,1934-07-11
78065,Fred Saunders,1951-06-13,saundfr01,Fred Saunders,1951-06-13
78066,Don Savage,1928-04-09,savagdo01,Don Savage,1928-04-09
78067,Alan Sawyer,1928-01-01,sawyeal01,Alan Sawyer,1928-01-01
78068,Dewayne Scales,1958-12-28,scalede01,DeWayne Scales,1958-12-28
78069,Frank Schade,1950-01-22,schadfr01,Frank Schade,1950-01-22
78070,Ben Schadler,1924-03-09,schadbe01,Ben Schadler,
78071,Herm Schaefer,1918-12-20,schaehe01,Herm Schaefer,1918-12-20
78072,Bob Schafer,,schafbo01,Bob Schafer,
78073,Ben Scharnus,1917-12-11,scharbe01,Ben Scharnus,
78074,Marv Schatzman,1927-02-18,schatma01,Marv Schatzman,1927-02-18
78075,Fred Schaus,1925-06-30,schaufr01,Fred Schaus,1925-06-30
78076,Dolph Schayes,1928-05-19,schaydo01,Dolph Schayes,1928-05-19
78078,Ossie Schectman,1919-03-30,schecos01,Ossie Schectman,
78080,Tom Scheffler,1954-10-27,schefto01,Tom Scheffler,1954-10-27
78081,Dave Schellhase,1944-10-14,schelda01,Dave Schellhase,1944-10-14
78082,Herb Scherer,1928-12-21,scherhe01,Herb Scherer,1928-12-21
78084,Dale Schlueter,1945-11-12,schluda01,Dale Schlueter,1945-11-12
78085,Otto Schnellbacher,1923-04-15,schneot01,Otto Schnellbacher,
78086,Dick Schnittker,1928-05-27,schnidi01,Dick Schnittker,1928-05-27
78087,Russ Schoene,1960-04-16,schoeru01,Russ Schoene,1960-04-16
78088,Dave Scholz,1948-04-12,scholda01,Dave Scholz,1948-04-12
78089,Milt Schoon,1922-02-25,schoomi01,Milt Schoon,1922-02-25
78091,Howie Schultz,1922-07-03,schulho01,Howie Schultz,1922-07-03
78092,Dick Schulz,1917-01-03,schuldi01,Dick Schulz,1917-01-03
78093,John Schweitz,1960-04-19,schwejo01,John Schweitz,1960-04-19
78094,Freddie Scolari,1922-03-01,scolafr01,Fred Scolari,1922-03-01
78095,Alvin Scott,1955-09-14,scottal01,Alvin Scott,1955-09-14
78097,Charlie Scott,1948-12-15,scottch01,Charlie Scott,1948-12-15
78100,Ray Scott,1938-07-12,scottra01,Ray Scott,1938-07-12
78102,Carey Scurry,1962-12-04,scurrca01,Carey Scurry,1962-12-04
78103,Bruce Seals,1953-06-18,sealsbr01,Bruce Seals,1953-06-18
78105,Ed Searcy,1952-04-17,searced01,Ed Searcy,1952-04-17
78106,Ken Sears,1933-08-17,searske01,Kenny Sears,1933-08-17
78107,Wayne See,1923-11-03,seewa01,Wayne See,1923-11-03
78109,Glen Selbo,1926-03-29,selbogl01,Glen Selbo,1926-03-29
78110,Brad Sellers,1962-12-17,sellebr01,Brad Sellers,1962-12-17
78111,Phil Sellers,1953-11-20,selleph01,Phil Sellers,1953-11-20
78112,Rollie Seltz,1924-01-25,seltzro01,Rollie Seltz,1924-01-25
78113,Frank Selvy,1932-11-09,selvyfr01,Frank Selvy,1932-11-09
78114,Jim Seminoff,1922-09-01,seminji01,Jim Seminoff,1922-09-01
78115,George Senesky,1922-04-04,senesge01,George Senesky,1922-04-04
78116,Tom Sewell,1962-03-11,sewelto01,Tom Sewell,1962-03-11
78117,Paul Seymour,1928-01-30,seymopa01,Paul Seymour,1928-01-30
78118,Nick Shaback,1918-09-10,shabani01,Nick Shaback,
78120,Carl Shaeffer,1924-10-25,shaefca01,Carl Shaeffer,1924-10-25
78121,Lee Shaffer,1939-02-23,shaffle01,Lee Shaffer,1939-02-23
78123,Earl Shannon,1921-11-23,shannea01,Earl Shannon,
78124,Howie Shannon,1923-06-10,shannho01,Howie Shannon,1923-06-10
78125,Charlie Share,1927-03-14,sharech01,Chuck Share,1927-03-14
78126,Bill Sharman,1926-05-25,sharmbi01,Bill Sharman,1926-05-25
78128,Ron Shavlik,1933-12-04,shavlro01,Ron Shavlik,1933-12-04
78130,Bob Shea,1924-09-11,sheabo01,Bob Shea,
78131,Fred Sheffield,1923-11-05,shefffr01,Fred Sheffield,
78132,Craig Shelton,1957-05-01,sheltcr01,Craig Shelton,1957-05-01
78133,Lonnie Shelton,1955-10-19,sheltlo01,Lonnie Shelton,1955-10-19
78135,Steve Sheppard,1954-03-21,sheppst01,Steve Sheppard,1954-03-21
78136,Edmund Sherod,1959-09-13,sheroed01,Ed Sherod,1959-09-13
78138,Gene Short,1953-08-07,shortge01,Gene Short,1953-08-07
78139,Purvis Short,1957-07-02,shortpu01,Purvis Short,1957-07-02
78140,Dexter Shouse,1963-03-24,shousde01,Dexter Shouse,1963-03-24
78141,Dick Shrider,1923-02-07,shriddi01,Dick Shrider,
78142,Gene Shue,1931-12-18,shuege01,Gene Shue,1931-12-18
78143,John Shumate,1952-04-06,shumajo01,John Shumate,1952-04-06
78144,Sam Sibert,1949-02-11,sibersa01,Sam Sibert,1949-02-11
78145,Mark Sibley,1950-11-13,siblema01,Mark Sibley,1950-11-13
78146,Jerry Sichting,1956-11-29,sichtje01,Jerry Sichting,1956-11-29
78147,Larry Siegfried,1939-05-22,siegfla01,Larry Siegfried,1939-05-22
78148,Ralph Siewert,1923-12-31,siewera01,Ralph Siewert,
78149,Jack Sikma,1955-11-14,sikmaja01,Jack Sikma,1955-11-14
78150,James Silas,1949-02-11,silasja01,James Silas,1949-02-11
78151,Paul Silas,1943-07-12,silaspa01,Paul Silas,1943-07-12
78152,Mike Silliman,1944-05-05,sillimi01,Mike Silliman,1944-05-05
78153,Connie Simmons,1925-03-15,simmoco01,Connie Simmons,1925-03-15
78154,Johnny Simmons,1924-07-07,simmojo01,Johnny Simmons,
78157,Ralph Simpson,1949-08-10,simpsra01,Ralph Simpson,1949-08-10
78159,Doug Sims,1943-06-29,simsdo01,Doug Sims,1943-06-29
78160,Bob Sims,1938-10-09,simsbo01,Bob Sims,1938-10-09
78161,Scott Sims,1955-04-18,simssc01,Scott Sims,1955-04-18
78162,Mckinley Singleton,1961-10-29,singlmc01,McKinley Singleton,1961-10-29
78163,Zeke Sinicola,1929-01-25,sinicze01,Zeke Sinicola,1929-01-25
78164,Charlie Sitton,1962-07-03,sittoch01,Charlie Sitton,1962-07-03
78167,Al Skinner,1952-06-16,skinnal01,Al Skinner,1952-06-16
78168,Talvin Skinner,1952-09-10,skinnta01,Tal Skinner,1952-09-10
78169,Whitey Skoog,1926-11-02,skoogwh01,Whitey Skoog,1926-11-02
78170,Jeff Slade,1941-03-01,sladeje01,Jeff Slade,1941-03-01
78171,Jim Slaughter,1928-05-13,slaugji01,Jim Slaughter,1928-05-13
78172,Jose Slaughter,1960-09-09,slaugjo01,Jose Slaughter,1960-09-09
78173,Jerry Sloan,1942-03-28,sloanje01,Jerry Sloan,1942-03-28
78174,Tom Sluby,1962-02-18,slubyto01,Tom Sluby,1962-02-18
78175,Keith Smart,1964-09-21,smartke01,Keith Smart,1964-09-21
78176,Belus Smawley,1918-03-20,smawlbe01,Belus Smawley,1918-03-20
78177,Jack Smiley,1922-12-22,smileja01,Jack Smiley,1922-12-22
78178,Adrian Smith,1936-10-05,smithad01,Adrian Smith,1936-10-05
78179,Charles Smith,1967-11-29,smithch02,Charles Smith,1967-11-29
78181,Clinton Smith,1964-01-19,smithcl01,Clinton Smith,1964-01-19
78182,Deb Smith,1920-01-07,smithde01,Deb Smith,
78183,Derek Smith,1961-11-01,smithde02,Derek Smith,1961-11-01
78184,Don Smith,1951-10-10,smithdo02,Don Smith,1951-10-10
78185,Donald Smith,1920-07-27,smithdo01,Don Smith,
78187,Ed Smith,1929-07-05,smithed01,Ed Smith,1929-07-05
78188,Elmore Smith,1949-05-09,smithel01,Elmore Smith,1949-05-09
78189,Garfield Smith,1945-11-18,smithga01,Garfield Smith,1945-11-18
78190,Greg Smith,1947-01-28,smithgr01,Greg Smith,1947-01-28
78191,Jim Smith,1958-04-12,smithji01,Jim Smith,1958-04-12
78192,Keith Smith,1964-03-09,smithke03,Keith Smith,1964-03-09
78194,Labradford Smith,1969-04-03,smithla02,LaBradford Smith,1969-04-03
78195,Larry Smith,1958-01-18,smithla01,Larry Smith,1958-01-18
78197,Michael Smith,1965-05-19,smithmi01,Michael Smith,1965-05-19
78198,Otis Smith,1964-01-30,smithot01,Otis Smith,1964-01-30
78199,Phil Smith,1952-04-22,smithph01,Phil Smith,1952-04-22
78200,Randy Smith,1948-12-12,smithra01,Randy Smith,1948-12-12
78201,Reggie Smith,1970-08-21,smithre01,Reggie Smith,1970-08-21
78202,Bingo Smith,1946-02-26,smithbi02,Bingo Smith,1946-02-26
78203,Bobby Smith,1937-08-20,smithbo01,Bobby Smith,1937-08-20
78204,Robert Smith,1955-03-10,smithro01,Robert Smith,1955-03-10
78205,Sammy Smith,1955-01-08,smithsa02,Sam Smith,1955-01-08
78207,Bill Smith,1949-02-14,smithwi01,William Smith,1949-02-14
78208,Willie Smith,1953-10-26,smithwi02,Willie Smith,1953-10-26
78209,Bill Smith,1939-04-26,smithbi01,Bill Smith,1939-04-26
78212,Joe Smyth,1929-05-22,smythjo01,Joe Smyth,1929-05-22
78213,Dick Snyder,1944-02-01,snydedi01,Dick Snyder,1944-02-01
78214,George Sobek,1920-02-10,sobekch01,Chips Sobek,1920-02-10
78215,Ricky Sobers,1953-01-15,soberri01,Ricky Sobers,1953-01-15
78216,Ron Sobie,1934-09-21,sobiero01,Ron Sobie,1934-09-21
78217,Mike Sojourner,1953-10-16,sojoumi01,Mike Sojourner,1953-10-16
78219,Willie Somerset,1942-03-17,somerwi01,Willie Somerset,1942-03-17
78220,Dave Sorenson,1948-07-08,sorenda01,Dave Sorenson,1948-07-08
78221,Gino Sovran,1924-12-17,sovragi01,Gino Sovran,
78222,Jim Spanarkel,1957-06-28,spanaji01,Jim Spanarkel,1957-06-28
78223,Guy Sparrow,1932-11-02,sparrgu01,Guy Sparrow,1932-11-02
78225,Odie Spears,1924-06-17,spearod01,Odie Spears,1924-06-17
78226,Art Spector,1920-10-17,spectar01,Art Spector,1920-10-17
78227,Andre Spencer,1964-07-20,spencan01,Andre Spencer,1964-07-20
78230,Lou Spicer,1922-11-12,spicelo01,Lou Spicer,
78231,Craig Spitzer,1945-12-18,spitzcr01,Craig Spitzer,1945-12-18
78232,Art Spoelstra,1932-09-11,spoelar01,Art Spoelstra,1932-09-11
78233,Larry Spriggs,1959-09-08,sprigla01,Larry Spriggs,1959-09-08
78234,Jim Springer,1926-06-17,sprinji01,Jim Springer,
78235,Jim Spruill,1923-02-26,spruiji01,Jim Spruill,
78237,Kevin Stacom,1951-09-04,stacoke01,Kevin Stacom,1951-09-04
78238,Dave Stallworth,1941-12-20,stallda01,Dave Stallworth,1941-12-20
78239,Isaac Stallworth,1950-01-18,stallbu01,Bud Stallworth,1950-01-18
78240,Ed Stanczak,1921-08-15,stanced01,Ed Stanczak,1921-08-15
78241,Terence Stansbury,1961-02-27,stanste01,Terence Stansbury,1961-02-27
78243,Keith Starr,1954-03-14,starrke01,Keith Starr,1954-03-14
78244,Larry Staverman,1936-10-11,stavela01,Larry Staverman,1936-10-11
78245,Larry Steele,1949-05-05,steella01,Larry Steele,1949-05-05
78247,Everette Stephens,1966-10-21,stephev01,Everette Stephens,1966-10-21
78249,Jack Stephens,1933-05-18,stephja01,Jack Stephens,1933-05-18
78250,Brook Steppe,1959-11-07,steppbr01,Brook Steppe,1959-11-07
78251,Barry Stevens,1963-01-17,steveba01,Barry Stevens,1963-01-17
78252,Wayne Stevens,1936-06-19,stevewa01,Wayne Stevens,1936-06-19
78253,Dennis Stewart,1947-04-11,stewade01,Dennis Stewart,1947-04-11
78256,Norm Stewart,1935-01-20,stewano01,Norm Stewart,1935-01-20
78257,Steve Stipanovich,1960-11-17,stipast01,Steve Stipanovich,1960-11-17
78259,Sam Stith,1937-07-22,stithsa01,Sam Stith,1937-07-22
78260,Tom Stith,1939-01-21,stithto01,Tom Stith,1939-01-21
78261,Alex Stivrins,1962-11-29,stivral01,Alex Stivrins,1962-11-29
78264,Greg Stokes,1963-08-05,stokegr01,Greg Stokes,1963-08-05
78266,Art Stolkey,1920-10-23,stolkar01,Art Stolkey,
78267,Paul Stovall,1948-08-16,stovapa01,Paul Stovall,1948-08-16
78268,Joe Strawder,1940-09-21,strawjo01,Joe Strawder,1940-09-21
78269,Bill Stricker,1948-01-22,stricbi01,Bill Stricker,1948-01-22
78270,Roger Strickland,1940-09-04,stricro01,Roger Strickland,1940-09-04
78271,John Stroeder,1958-07-24,stroejo01,John Stroeder,1958-07-24
78273,Lamont Strothers,1968-05-10,strotla01,Lamont Strothers,1968-05-10
78274,John Stroud,1957-10-29,stroujo01,John Stroud,1957-10-29
78275,Gene Stump,1923-11-13,stumpge01,Gene Stump,1923-11-13
78276,Stan Stutz,1920-04-14,stutzst01,Stan Stutz,
78277,Gary Suiter,1945-01-18,suitega01,Gary Suiter,1945-01-18
78278,Don Sunderlage,1929-12-20,sundedo01,Don Sunderlage,1929-12-20
78279,Jon Sundvold,1961-07-02,sundvjo01,Jon Sundvold,1961-07-02
78280,Dick Surhoff,1929-11-16,surhodi01,Dick Surhoff,1929-11-16
78281,Dane Suttle,1961-08-09,suttlda01,Dane Suttle,1961-08-09
78283,Bennie Swain,1933-12-16,swainbe01,Bennie Swain,1933-12-16
78284,Norm Swanson,1930-10-04,swansno01,Norm Swanson,1930-10-04
78285,Dan Swartz,1934-12-23,swartda01,Dan Swartz,1934-12-23
78286,Aaron Swinson,1971-01-09,swinsaa01,Aaron Swinson,1971-01-09
78287,Wallace Sydnor,1921-09-19,sydnobu01,Buck Sydnor,
78291,Sid Tannenbaum,1925-10-08,tanensi01,Sid Tanenbaum,
78293,Roy Tarpley,1964-11-28,tarplro01,Roy Tarpley,1964-11-28
78294,Earl Tatum,1953-07-26,tatumea01,Earl Tatum,1953-07-26
78295,Anthony Taylor,1965-11-30,tayloan01,Anthony Taylor,1965-11-30
78296,Brian Taylor,1951-06-09,taylobr01,Brian Taylor,1951-06-09
78297,Jay Taylor,1967-10-03,tayloja01,Jay Taylor,1967-10-03
78298,Fred Taylor,1948-02-05,taylofr01,Fred Taylor,1948-02-05
78299,Jeff Taylor,1960-01-01,tayloje01,Jeff Taylor,1960-01-01
78301,Leonard Taylor,1966-05-02,taylole01,Leonard Taylor,1966-05-02
78302,Roland Taylor,1946-03-13,taylofa01,Fatty Taylor,1946-03-13
78303,Vince Taylor,1960-09-11,taylovi01,Vince Taylor,1960-09-11
78304,Terry Teagle,1960-04-10,teaglte01,Terry Teagle,1960-04-10
78305,Ira Terrell,1954-06-19,terreir01,Ira Terrell,1954-06-19
78306,Chuck Terry,1950-09-27,terrych01,Chuck Terry,1950-09-27
78307,Carlos Terry,1956-06-22,terryca01,Carlos Terry,1956-06-22
78308,Claude Terry,1950-01-12,terrycl01,Claude Terry,1950-01-12
78309,Tom Thacker,1939-11-02,thackto01,Tom Thacker,1939-11-02
78310,Reggie Theus,1957-10-13,theusre01,Reggie Theus,1957-10-13
78311,Peter Thibeaux,1961-10-03,thibepe01,Peter Thibeaux,1961-10-03
78312,Bill Thieben,1935-03-28,thiebbi01,Bill Thieben,1935-03-28
78313,Justus Thigpen,1947-08-13,thigpju01,Justus Thigpen,1947-08-13
78314,David Thirdkill,1960-04-12,thirdda01,David Thirdkill,1960-04-12
78316,Charles Thomas,1969-10-03,thomach01,Charles Thomas,1969-10-03
78317,Irving Thomas,1966-01-02,thomair01,Irving Thomas,1966-01-02
78318,Isiah Thomas,1961-04-30,thomais01,Isiah Thomas,1961-04-30
78320,Jim Thomas,1960-10-19,thomaji01,Jim Thomas,1960-10-19
78321,Joe Thomas,1948-03-09,thomajo01,Joe Thomas,1948-03-09
78322,Terry Thomas,1953-08-20,thomate01,Terry Thomas,1953-08-20
78323,Bernard Thompson,1962-08-30,thompbe01,Bernard Thompson,1962-08-30
78325,Corny Thompson,1960-02-05,thompco01,Corny Thompson,1960-02-05
78326,David Thompson,1954-07-13,thompda01,David Thompson,1954-07-13
78327,George Thompson,1947-11-29,thompge01,George Thompson,1947-11-29
78328,John Thompson,1941-09-02,thompjo01,John Thompson,1941-09-02
78329,Kevin Thompson,1971-02-07,thompke01,Kevin Thompson,1971-02-07
78331,Mychal Thompson,1955-01-30,thompmy01,Mychal Thompson,1955-01-30
78332,Paul Thompson,1961-05-25,thomppa01,Paul Thompson,1961-05-25
78333,Stephen Thompson,1968-12-02,thompst01,Stephen Thompson,1968-12-02
78335,Rod Thorn,1941-05-23,thornro01,Rod Thorn,1941-05-23
78340,Mel Thurston,1919-01-16,thursme01,Mel Thurston,
78341,Howard Tidrick,1915-06-14,tidriha01,Hal Tidrick,
78342,Dan Tieman,1940-11-30,tiemada01,Dan Tieman,1940-11-30
78343,Darren Tillis,1960-02-23,tillida01,Darren Tillis,1960-02-23
78344,Jack Tingle,1924-12-30,tinglja01,Jack Tingle,
78346,Marko Todorovich,1923-06-11,todormi01,Mike Todorovich,1923-06-11
78347,Tom Tolbert,1965-10-16,tolbeto01,Tom Tolbert,1965-10-16
78348,Ray Tolbert,1958-09-10,tolbera01,Ray Tolbert,1958-09-10
78349,Dean Tolson,1951-11-25,tolsode01,Dean Tolson,1951-11-25
78350,Rudy Tomjanovich,1948-11-24,tomjaru01,Rudy Tomjanovich,1948-11-24
78351,Andrew Toney,1957-11-23,toneyan01,Andrew Toney,1957-11-23
78352,Sedric Toney,1962-04-13,toneyse01,Sedric Toney,1962-04-13
78353,Andy Tonkovich,1922-11-01,tonkoan01,Andy Tonkovich,
78355,Jack Toomay,1922-08-09,toomaja01,Jack Toomay,1922-08-09
78356,Bernard Toone,1956-07-14,toonebe01,Bernard Toone,1956-07-14
78357,Irv Torgoff,1917-03-06,torgoir01,Irv Torgoff,
78358,Gene Tormohlen,1937-05-12,tormobu01,Gene Tormohlen,1937-05-12
78359,Bill Tosheff,1926-06-02,toshebi01,Bill Tosheff,1926-06-02
78360,Bob Tough,1920-08-28,toughbo01,Bob Tough,1920-08-28
78361,Monte Towe,1953-09-27,towemo01,Monte Towe,1953-09-27
78363,William Towery,1920-06-20,towerbl01,Blackie Towery,1920-06-20
78364,Linton Townes,1959-11-30,towneli01,Linton Townes,1959-11-30
78365,Raymond Townsend,1955-12-20,townsra01,Raymond Townsend,1955-12-20
78366,George Trapp,1948-07-11,trappge01,George Trapp,1948-07-11
78367,John Trapp,1945-10-02,trappjo01,John Trapp,1945-10-02
78368,Dick Triptow,1922-11-03,triptdi01,Dick Triptow,1922-11-03
78369,Kelly Tripucka,1959-02-16,tripuke01,Kelly Tripucka,1959-02-16
78370,John Tschogl,1950-04-25,tschojo01,John Tschogl,1950-04-25
78371,Lou Tsioropoulos,1930-08-31,tsiorlo01,Lou Tsioropoulos,1930-08-31
78372,Al Tucker,1943-02-24,tuckeal01,Al Tucker,1943-02-24
78374,Jim Tucker,1932-12-11,tuckeji01,Jim Tucker,1932-12-11
78375,Trent Tucker,1959-12-20,tucketr01,Trent Tucker,1959-12-20
78377,Andre Turner,1964-12-13,turnean01,Andre Turner,1964-12-13
78378,Elston Turner,1959-06-10,turneel01,Elston Turner,1959-06-10
78379,Henry Turner,1966-08-18,turnehe02,Henry Turner,1966-08-18
78380,Jack Turner,1930-06-29,turneja01,Jack Turner,1930-06-29
78381,Jeff Turner,1962-04-09,turneje01,Jeff Turner,1962-04-09
78382,Jack Turner,1939-06-05,turneja02,Jack Turner,1939-06-05
78385,Bill Turner,1944-02-18,turnebi01,Bill Turner,1944-02-18
78386,Mel Turpin,1960-12-28,turpime01,Melvin Turpin,1960-12-28
78387,Dave Twardzik,1950-09-20,twardda01,Dave Twardzik,1950-09-20
78388,Jack Twyman,1934-05-11,twymaja01,Jack Twyman,1934-05-11
78390,Terry Tyler,1956-10-30,tylerte01,Terry Tyler,1956-10-30
78391,Charlie Tyra,1935-08-16,tyrach01,Charlie Tyra,1935-08-16
78392,Wes Unseld,1946-03-14,unselwe01,Wes Unseld,1946-03-14
78393,Hal Uplinger,1929-09-30,uplinha01,Hal Uplinger,1929-09-30
78394,Kelvin Upshaw,1963-01-24,upshake01,Kelvin Upshaw,1963-01-24
78395,Darnell Valentine,1959-02-03,valenda01,Darnell Valentine,1959-02-03
78396,Ron Valentine,1957-11-27,valenro01,Ronnie Valentine,1957-11-27
78397,John Vallely,1948-10-03,vallejo01,John Vallely,1948-10-03
78398,Dick Van Arsdale,1943-02-22,vanardi01,Dick Van Arsdale,1943-02-22
78399,Tom Van Arsdale,1943-02-22,vanarto01,Tom Van Arsdale,1943-02-22
78400,Jan Van Breda Kolff,1951-12-16,vanbrja01,Jan van Breda Kolff,1951-12-16
78401,Butch Van Breda Kolff,1922-10-28,vanbrbu01,Butch van Breda Kolff,1922-10-28
78402,Gene Vance,1923-02-25,vancege01,Gene Vance,1923-02-25
78403,Log Vander Velden,1971-04-03,vandelo01,Logan Vander Velden,1971-04-03
78404,Kiki Vandeweghe,1958-08-01,vandeki01,Kiki Vandeweghe,1958-08-01
78405,Ernie Vandeweghe,1928-09-12,vandeer01,Ernie Vandeweghe,1928-09-12
78406,Norm Van Lier,1947-04-01,vanlino01,Norm Van Lier,1947-04-01
78407,Nick Vanos,1963-04-13,vanosni01,Nick Vanos,1963-04-13
78409,Charles Vaughn,1940-02-19,vaughch01,Chico Vaughn,1940-02-19
78411,Virgil Vaughn,1918-05-15,vaughvi01,Virgil Vaughn,
78413,Bob Verga,1945-09-07,vergabo01,Bob Verga,1945-09-07
78414,Peter Verhoeven,1959-02-15,verhope01,Pete Verhoeven,1959-02-15
78415,Gundars Vetra,1967-05-22,vetragu01,Gundars Vetra,1967-05-22
78416,Joao Vianna,1966-11-15,viannjo01,Joao Vianna,1966-11-15
78417,Sam Vincent,1963-05-18,vincesa01,Sam Vincent,1963-05-18
78418,Jay Vincent,1959-06-10,vinceja01,Jay Vincent,1959-06-10
78419,Gary Voce,1965-11-24,vocega01,Gary Voce,1965-11-24
78420,Floyd Volker,1921-06-21,volkefl01,Floyd Volker,1921-06-21
78421,Alexander Volkov,1964-03-28,volkoal01,Alexander Volkov,1964-03-28
78422,Whitey Von Nieda,1922-06-19,vonniwh01,Whitey Von Nieda,1922-06-19
78423,Danny Vranes,1958-10-29,vraneda01,Danny Vranes,1958-10-29
78425,Brett Vroman,1955-12-25,vromabr01,Brett Vroman,1955-12-25
78426,Mark Wade,1965-10-15,wadema01,Mark Wade,1965-10-15
78427,Clint Wager,1920-01-20,wagercl01,Clint Wager,1920-01-20
78428,Danny Wagner,1922-08-01,wagneda01,Danny Wagner,1922-08-01
78429,Milt Wagner,1963-02-20,wagnemi01,Milt Wagner,1963-02-20
78430,Granville Waiters,1961-01-08,waitegr01,Granville Waiters,1961-01-08
78431,Andre Wakefield,1955-01-11,wakefan01,Andre Wakefield,1955-01-11
78432,Neal Walk,1948-07-29,walkne01,Neal Walk,1948-07-29
78433,Andy Walker,1955-03-25,walkean01,Andy Walker,1955-03-25
78434,Brady Walker,1921-03-15,walkebr01,Brady Walker,1921-03-15
78435,Chet Walker,1940-02-22,walkech01,Chet Walker,1940-02-22
78436,Foots Walker,1951-05-21,walkefo01,Foots Walker,1951-05-21
78437,Darrell Walker,1961-03-09,walkeda01,Darrell Walker,1961-03-09
78438,Horace Walker,1937-04-17,walkeho01,Horace Walker,1937-04-17
78439,Jimmy Walker,1944-04-08,walkeji01,Jimmy Walker,1944-04-08
78440,Kenny Walker,1964-08-18,walkeke01,Kenny Walker,1964-08-18
78441,Phil Walker,1956-03-20,walkeph01,Phil Walker,1956-03-20
78442,Wally Walker,1954-07-18,walkewa01,Wally Walker,1954-07-18
78443,Michael Wallace,1918-07-12,wallare01,Red Wallace,
78444,Dwight Waller,1945-10-05,walledw01,Dwight Waller,1945-10-05
78445,Jamie Waller,1964-11-20,walleja01,Jamie Waller,1964-11-20
78446,Jim Walsh,1930-08-29,walshji01,Jim Walsh,1930-08-29
78447,Paul Walther,1927-03-23,walthpa01,Paul Walther,1927-03-23
78448,Rabbit Walthour,1930-08-25,walthis01,Isaac Walthour,1930-08-25
78449,Lloyd Walton,1953-11-23,waltoll01,Lloyd Walton,1953-11-23
78450,Bill Walton,1952-11-05,waltobi01,Bill Walton,1952-11-05
78453,Bobby Wanzer,1921-06-04,wanzebo01,Bobby Wanzer,1921-06-04
78454,Perry Warbington,1952-09-07,warbipe01,Perry Warbington,1952-09-07
78455,Gerry Ward,1941-09-06,wardge01,Gerry Ward,1941-09-06
78456,Henry Ward,1952-01-30,wardhe01,Henry Ward,1952-01-30
78457,Jim Ware,1944-05-02,wareji01,Jim Ware,1944-05-02
78458,Ben Warley,1936-09-04,warlebe01,Ben Warley,1936-09-04
78459,Bob Warlick,1941-03-20,warlibo01,Bob Warlick,1941-03-20
78460,Cornell Warner,1948-08-12,warneco01,Cornell Warner,1948-08-12
78461,Johnny Warren,1947-07-07,warrejo01,John Warren,1947-07-07
78462,Bryan Warrick,1959-07-22,warribr01,Bryan Warrick,1959-07-22
78463,Chris Washburn,1965-05-13,washbch01,Chris Washburn,1965-05-13
78464,Duane Washington,1964-08-31,washidu01,Duane Washington,1964-08-31
78465,Dwayne Washington,1964-01-06,washipe01,Pearl Washington,1964-01-06
78466,Jim Washington,1943-07-01,washiji01,Jim Washington,1943-07-01
78467,Kermit Washington,1951-09-17,washike01,Kermit Washington,1951-09-17
78468,Richard Washington,1955-07-15,washiri01,Richard Washington,1955-07-15
